Name,Year,Genre,NASales,EUSales,GlobalSales
Tiger Woods PGA Tour 10,2009,Sports,0.12,0.07,0.24
Shrek's Carnival Craze Party Games,2008,Misc,0.22,0,0.24
Angry Birds,2011,Puzzle,0,0.18,0.24
Risen 2: Dark Waters,2012,Role-Playing,0.04,0.14,0.24
Danganronpa: Trigger Happy Havoc,N/A,Misc,0,0,0.24
Guitar Hero Live,2015,Misc,0.12,0.1,0.24
Game & Wario,2013,Misc,0.06,0.06,0.24
PGA Tour 96,1995,Sports,0.13,0.09,0.24
Onechanbara Z2: Chaos,2014,Action,0.13,0.02,0.24
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,2009,Role-Playing,0.16,0.06,0.24
Covert Ops: Nuclear Dawn,2000,Action,0.13,0.09,0.24
DanceDanceRevolution II,N/A,Misc,0.22,0,0.24
Pictionary: Ultimate Edition,2011,Misc,0.16,0.05,0.24
LEGO Harry Potter: Years 5-7,2012,Action,0.09,0.1,0.24
TrackMania: Build to Race,2010,Racing,0.1,0.11,0.24
Nintendo Presents: Crossword Collection,2009,Puzzle,0,0.21,0.24
Galaga: Destination Earth,2000,Shooter,0.13,0.09,0.24
G.I. Joe: The Rise of Cobra,2009,Action,0.17,0.05,0.24
Ar tonelico Qoga: Knell of Ar Ciel,2010,Role-Playing,0.08,0.01,0.24
FIFA World Cup Germany 2006,2006,Sports,0.18,0.05,0.24
Polly Pocket: Super Splash Island,2003,Action,0.17,0.06,0.24
God Eater 2,2013,Role-Playing,0,0,0.24
Tony Hawk's Downhill Jam,N/A,Sports,0.21,0,0.24
Sesame Street: Elmo's Number Journey,1998,Misc,0.13,0.09,0.24
Rampage,1988,Action,0.22,0.01,0.24
Dark Cavern,1981,Shooter,0.22,0.01,0.24
Jewels of the Tropical Lost Island,2010,Puzzle,0.11,0.1,0.24
Afro Samurai,2009,Action,0.16,0.05,0.24
The Bureau: XCOM Declassified,2013,Shooter,0.1,0.12,0.24
Sands of Destruction,2008,Role-Playing,0.09,0,0.24
NASCAR 2011: The Game,2011,Racing,0.22,0,0.24
Silent Hill: Book of Memories,2012,Action,0.13,0.06,0.24
Lunar Knights,2006,Role-Playing,0.17,0.01,0.24
The Walking Dead: Season Two,2014,Adventure,0.1,0.09,0.24
Epic Mickey 2: The Power of Two,2012,Action,0.14,0.07,0.24
DC Universe Online,2011,Role-Playing,0.16,0.06,0.24
NASCAR 08,2007,Racing,0.12,0.09,0.24
Madagascar: Escape 2 Africa,2008,Action,0.12,0.08,0.23
New Carnival Games,2010,Misc,0.16,0.05,0.23
Need For Speed: Undercover,2008,Racing,0.18,0.03,0.23
LEGO Marvel's Avengers,2016,Action,0.12,0.09,0.23
Naruto: Path of the Ninja 2,2006,Role-Playing,0.22,0,0.23
Wallace & Gromit in Project Zoo,2003,Platform,0.11,0.09,0.23
Karaoke Revolution Volume 2,2004,Misc,0.11,0.09,0.23
Wizards of Waverly Place: Spellbound,2010,Misc,0.16,0.06,0.23
Love Plus +,2010,Simulation,0,0,0.23
Etrian Mystery Dungeon,2015,Role-Playing,0.09,0.01,0.23
Mobile Suit Gundam: Climax U.C.,2006,Action,0,0,0.23
Street Fighter EX2 Plus,1998,Fighting,0.13,0.09,0.23
The Smurfs 2,2013,Platform,0,0.21,0.23
Big Family Games,2009,Misc,0,0.22,0.23
Big Beach Sports 2,N/A,Sports,0.09,0.12,0.23
Hot Wheels: Beat That!,2007,Racing,0.22,0,0.23
Jet X20,N/A,Racing,0.11,0.09,0.23
Super Robot Taisen D,2003,Strategy,0,0,0.23
NASCAR Thunder 2004,2003,Racing,0.18,0.05,0.23
Buffy the Vampire Slayer,2002,Action,0.18,0.05,0.23
LEGO Marvel's Avengers,2016,Action,0.07,0.11,0.23
Star Wars: The Force Unleashed II,2010,Action,0.18,0.04,0.23
Harry Potter and the Goblet of Fire,2005,Action,0.18,0.05,0.23
Zumba Fitness: World Party,2013,Misc,0.17,0.05,0.23
Saint Seiya: Sanctuary Battle,2011,Action,0,0.09,0.23
Girls Mode 3: Kirakira Code,2015,Action,0,0,0.23
Meteos,2005,Puzzle,0.15,0.01,0.23
Virtua Tennis 4,2011,Sports,0.11,0.1,0.23
Kung Fu Panda 2,2011,Action,0.16,0.05,0.23
Cross Edge,2008,Role-Playing,0.14,0.02,0.23
Hotel for Dogs,2008,Simulation,0.22,0,0.23
Cabela's Big Game Hunter 2012,2011,Sports,0.17,0.03,0.23
Pro Yakyuu Team o Tsukurou!,1999,Sports,0,0,0.23
Me & My Katamari,2005,Puzzle,0.13,0.02,0.23
Asphalt: Injection,2011,Action,0.14,0.06,0.23
Total War: Attila,2015,Strategy,0.09,0.13,0.23
SSX On Tour,2005,Sports,0.19,0.02,0.23
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010,Sports,0.08,0.13,0.23
World Series Baseball,2002,Sports,0.17,0.05,0.23
SingStar Pop Edition,2009,Misc,0,0.19,0.23
Test Drive: Eve of Destruction,2004,Racing,0.11,0.09,0.23
Starsky & Hutch,2003,Racing,0.17,0.05,0.23
Dynasty Warriors: Gundam Reborn,2013,Action,0,0,0.23
Hatsune Miku: Project Diva f,2012,Misc,0,0,0.23
The Club,2008,Shooter,0.14,0.07,0.23
Carnival Island,2011,Misc,0.13,0.06,0.23
Jeremy McGrath Supercross World,2001,Racing,0.11,0.09,0.23
M&M's Kart Racing,2007,Racing,0.22,0,0.23
Rock Band Track Pack: Classic Rock,2009,Misc,0.22,0,0.23
The Scorpion King: Rise of the Akkadian,2002,Action,0.11,0.09,0.23
Let's Make a Soccer Team!,2006,Sports,0,0,0.23
Looney Tunes: Acme Arsenal,2007,Action,0.21,0.01,0.23
Monster Hunter G,2005,Role-Playing,0,0,0.23
All-Star Baseball 2001,2000,Sports,0.22,0.01,0.23
Pinball Hall of Fame: The Gottlieb Collection,2005,Misc,0.2,0.01,0.23
Sword Art Online: Lost Song,2015,Role-Playing,0.09,0.1,0.23
Star Wars Jedi Knight II: Jedi Outcast,2002,Shooter,0.18,0.05,0.23
Tom Clancy's Splinter Cell,2003,Action,0.18,0.05,0.23
Pitfall: The Big Adventure,2008,Adventure,0.2,0.02,0.23
Rock Band Country Track Pack,2009,Misc,0.22,0,0.23
Worms: Battle Islands,2010,Strategy,0.11,0.1,0.23
ESPN NHL Hockey,2003,Sports,0.11,0.09,0.23
Harvest Moon GB,1997,Simulation,0,0,0.23
Imagine: Detective,2009,Simulation,0.16,0.01,0.23
The Incredible Hulk: Ultimate Destruction,2005,Action,0.17,0.05,0.23
Hannah Montana: The Movie,2009,Adventure,0.14,0.06,0.23
NCAA GameBreaker 2003,2002,Sports,0.11,0.09,0.23
Skylanders: SuperChargers,2015,Action,0.16,0.05,0.23
Gundam Battle Assault,1998,Fighting,0.13,0.09,0.23
Virtua Fighter Kids,1995,Fighting,0,0,0.23
Lunar: Silver Star Story,1996,Role-Playing,0,0,0.23
Rocket Power: Beach Bandits,2002,Platform,0.18,0.05,0.23
Shaun White Snowboarding,2008,Sports,0.21,0,0.23
LEGO The Hobbit,2014,Action,0.1,0.11,0.23
Ultimate Band,2008,Misc,0.19,0.02,0.23
NBA 2K6,2005,Action,0.21,0.01,0.23
Age of Empires: The Age of Kings,2006,Strategy,0.19,0.02,0.23
What's Cooking? Jamie Oliver,2008,Simulation,0.2,0.01,0.23
Tom Clancy's Rainbow Six: Rogue Spear,2001,Shooter,0.13,0.09,0.23
NHL FaceOff 2001,2000,Sports,0.13,0.09,0.23
Ultimate Duck Hunting: Hunting & Retrieving Ducks,2007,Sports,0.21,0,0.23
Yu-Gi-Oh! GX: Duel Academy,2005,Misc,0.17,0.06,0.23
FIFA 14,2013,Sports,0,0.16,0.23
Tribes: Aerial Assault,N/A,Shooter,0.11,0.09,0.23
Colony Wars: Vengeance,1998,Simulation,0.13,0.09,0.23
Last Window: The Secret of Cape West,2010,Adventure,0,0.12,0.23
Yu-Gi-Oh! GX: Tag Force 3,2008,Strategy,0,0.03,0.23
Dynasty Warriors: Strikeforce,2009,Action,0.13,0.06,0.23
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,Fighting,0.13,0.08,0.23
I Love Horses,2008,Simulation,0.21,0,0.23
Madden NFL 06,2005,Sports,0.17,0.06,0.23
Karaoke Revolution Glee 2: Road to Regionals,2011,Misc,0.15,0.06,0.23
NASCAR 08,2007,Racing,0.15,0.05,0.23
The King of Fighters '95 (CD),1994,Fighting,0,0,0.23
Perfect Weapon,1996,Action,0.13,0.09,0.23
Luminous Arc 2,2008,Role-Playing,0.21,0,0.23
Project CARS,2015,Racing,0.08,0.13,0.23
Major League Baseball 2K10,2010,Sports,0.11,0.09,0.23
Call of Duty: Black Ops 3,2015,Shooter,0,0.22,0.23
Mafia,2004,Action,0.17,0.05,0.23
Spider-Man: Edge of Time,2011,Action,0.13,0.07,0.23
Deadly Creatures,2009,Action,0.08,0.12,0.23
Airblade,2001,Sports,0.11,0.09,0.23
Cabela's Outdoor Adventures (2009),2009,Sports,0.21,0,0.23
Mega Man & Bass,2002,Platform,0.16,0.06,0.23
NBA Live 15,2014,Sports,0.15,0.04,0.23
Neopets Puzzle Adventure,2008,Puzzle,0.19,0.02,0.23
Risen 2: Dark Waters,2012,Role-Playing,0,0.19,0.23
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2016,Action,0,0,0.23
Puss in Boots,2011,Action,0.2,0.02,0.23
Family Fest presents: Movie Games,2008,Action,0.2,0.01,0.23
AKB1/149: Love Election,2012,Adventure,0,0,0.23
Tony Hawk's Proving Ground,2007,Sports,0.21,0.01,0.23
Tetris 2 (weekly jp sales),1992,Puzzle,0,0,0.23
Pro Yakyuu Team o Tsukurou! 2,2003,Sports,0,0,0.23
Musou Orochi Z,2009,Action,0,0,0.23
World Series of Poker 2008: Battle for the Bracelets,2007,Misc,0.11,0.09,0.23
WWE All Stars,2011,Fighting,0.15,0.06,0.23
Naruto Shippuden: Ninja Council 4,2007,Action,0.09,0,0.23
Genji: Dawn of the Samurai,2005,Action,0.11,0.09,0.23
Rocket League,2016,Sports,0.02,0.14,0.23
Wipeout 2,2011,Misc,0.22,0,0.23
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,2009,Adventure,0,0,0.23
Critical Depth,1997,Action,0.13,0.09,0.23
Barbie as The Island Princess,2007,Adventure,0.16,0.06,0.23
Petz Rescue: Wildlife Vet,2008,Simulation,0.21,0,0.23
Tales of VS.,2009,Fighting,0,0,0.23
Saka-Tsuku DS: Touch and Direct,2008,Sports,0,0,0.23
Super Swing Golf,2006,Sports,0.14,0.01,0.23
The Italian Job,2003,Racing,0.11,0.09,0.23
Mega Man Battle Network 5: Team Colonel / Protoman,2004,Role-Playing,0.16,0.06,0.23
Barbie and the Three Musketeers,2009,Adventure,0.21,0,0.23
Star Ocean,1996,Role-Playing,0,0,0.23
Freedom Fighters,2003,Shooter,0.17,0.05,0.23
Naruto: Ninja Council 2 European Version,2005,Fighting,0,0,0.23
Soldier of Fortune II: Double Helix,2003,Shooter,0.17,0.05,0.23
pro evolution soccer 2011,2010,Sports,0.08,0.1,0.23
Disney Princess: Enchanted Journey,2007,Adventure,0.11,0.09,0.23
Final Fantasy XI: Treasures of Aht Urhgan,2006,Role-Playing,0.06,0.05,0.23
Alundra,1997,Role-Playing,0.13,0.09,0.23
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,2010,Sports,0,0,0.23
Bratz: Girlz Really Rock,2008,Action,0.11,0.09,0.23
Super R-Type,1991,Shooter,0,0,0.23
Rampage 2: Universal Tour,1998,Action,0.13,0.09,0.23
Super Robot Taisen F Kanketsuhen,1999,Strategy,0,0,0.23
Tiger Woods PGA Tour 2003,2002,Sports,0.18,0.05,0.23
BlowOut,2003,Shooter,0.11,0.09,0.23
NFL Blitz Pro,2003,Sports,0.11,0.09,0.23
MySims Party,2009,Simulation,0.18,0.03,0.23
TRON: Evolution - Battle Grids,2010,Racing,0.18,0.03,0.23
The Raiden Project,1995,Shooter,0.06,0.04,0.23
Hooked! Real Motion Fishing,2007,Sports,0.21,0,0.23
Pocket Fighter,1997,Fighting,0.06,0.04,0.23
Bicycle Casino 2005,2004,Misc,0.17,0.05,0.23
Valhalla Knights 2,2008,Role-Playing,0.09,0,0.23
.hack//G.U. Vol.2//Reminisce,2006,Role-Playing,0.11,0.09,0.23
Disgaea: Afternoon of Darkness,2006,Role-Playing,0.15,0.01,0.23
Ratchet & Clank: Full Frontal Assault,2012,Adventure,0.19,0.01,0.23
NCAA Football 09,2008,Sports,0.21,0,0.23
Family Party: 30 Great Games Winter Fun,2010,Sports,0.21,0,0.23
NCAA GameBreaker 2004,2003,Sports,0.11,0.09,0.23
101-in-1 Party Megamix Wii,2009,Misc,0.19,0.01,0.23
The Polar Express,2004,Adventure,0.11,0.09,0.23
Dinosaur King,2007,Strategy,0.2,0,0.23
Buzz! Junior: RoboJam,2007,Misc,0.11,0.09,0.23
Child of Eden,2011,Shooter,0.09,0.1,0.23
All Star Karate,2010,Action,0.14,0.07,0.23
AC/DC LIVE: Rock Band Track Pack,2008,Misc,0.21,0,0.23
Tetris Attack,1996,Puzzle,0,0,0.23
NBA ShootOut 2003,2002,Sports,0.11,0.09,0.23
The Magic School Bus: Oceans,2011,Adventure,0.21,0,0.23
Shin Nippon Pro Wrestling: Toukon Retsuden 3,1998,Fighting,0,0,0.23
Senran Kagura: Estival Versus,2015,Action,0.06,0.05,0.23
Digimon World DS (JP sales),2006,Role-Playing,0,0,0.23
NHL FaceOff 2003,2002,Sports,0.11,0.09,0.23
Jersey Devil,1997,Platform,0.13,0.09,0.23
Rogue Ops,2003,Action,0.11,0.09,0.23
NBA Street: Showdown,2005,Sports,0.2,0,0.23
3rd Super Robot Wars Z Jigoku Hen,2014,Role-Playing,0,0,0.23
Cars 2,2011,Racing,0.21,0,0.23
Petz Monkeyz House,2008,Simulation,0.2,0,0.23
Spec Ops: The Line,2012,Shooter,0.11,0.09,0.23
Legion: The Legend of Excalibur,2002,Action,0.11,0.09,0.22
FaceBreaker K.O. Party,2008,Fighting,0.2,0.01,0.22
Justice League Heroes,2006,Role-Playing,0.2,0.01,0.22
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,2011,Action,0,0,0.22
TNA iMPACT!,2008,Fighting,0.1,0,0.22
Yu-Gi-Oh! GX: Spirit Caller (American Sales),2006,Misc,0.18,0.03,0.22
Def Jam: Fight for NY,2004,Fighting,0.17,0.05,0.22
Sword Art Online: Infinity Moment,2013,Role-Playing,0,0,0.22
Spartan: Total Warrior,2005,Action,0.11,0.09,0.22
Killer is Dead,2013,Action,0.12,0.04,0.22
EX Monopoly,2001,Misc,0.16,0.06,0.22
Star Trek: The Game,2013,Action,0.12,0.09,0.22
64 de Hakken! Tamagotchi Minna de Tamagotchi World,1997,Misc,0,0,0.22
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,2003,Misc,0.17,0.04,0.22
Deadly Duck,1981,Shooter,0.21,0.01,0.22
Assault,1982,Action,0.21,0.01,0.22
Reactor,1981,Action,0.21,0.01,0.22
Ys Seven,2009,Role-Playing,0.14,0,0.22
Marvel Super Hero Squad: The Infinity Gauntlet,2010,Action,0.17,0.03,0.22
Gundam Battle Chronicle,2007,Action,0,0,0.22
G-Force,2009,Action,0.13,0.06,0.22
Danball Senki Boost,2011,Action,0,0,0.22
Kidz Bop Dance Party! The Video Game,2010,Misc,0.21,0,0.22
Conflict: Vietnam,2004,Shooter,0.17,0.05,0.22
Whirl Tour,2002,Sports,0.11,0.09,0.22
Time Crisis: Crisis Zone,2004,Shooter,0.11,0.09,0.22
Momotarou Dentetsu 15,2005,Misc,0,0,0.22
Dark Souls II,2015,Role-Playing,0.13,0.07,0.22
Discovery Kids: Dolphin Discovery,2008,Simulation,0.21,0,0.22
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,0.13,0.06,0.22
Hatsune Miku: Project Mirai 2,2013,Action,0,0,0.22
Skies of Arcadia Legends,2002,Role-Playing,0.17,0.04,0.22
Cloudy With a Chance of Meatballs,2009,Platform,0.2,0.01,0.22
MotoGP 08,2008,Racing,0.01,0,0.22
Madden NFL 12,2011,Sports,0.21,0,0.22
Sengoku Basara 3 Utage,2011,Action,0,0,0.22
Breath of Fire,2001,Role-Playing,0.11,0.04,0.22
Ragnarok DS,2008,Role-Playing,0.1,0,0.22
Ford vs. Chevy,2005,Racing,0.11,0.09,0.22
NCAA Football 2005,2004,Sports,0.17,0.04,0.22
Hamtaro: Ham-Ham Games,2004,Sports,0.16,0.06,0.22
Danny Phantom: The Ultimate Enemy,2005,Action,0.16,0.06,0.22
Petz Rescue: Endangered Paradise,2008,Adventure,0.21,0,0.22
MotoGP 09/10,2010,Racing,0.05,0.13,0.22
Rune Factory: Tides of Destiny,2011,Role-Playing,0.14,0,0.22
A Boy and His Blob,2009,Platform,0.19,0.02,0.22
Battleborn,2016,Shooter,0.09,0.08,0.22
Move Fitness,N/A,Sports,0,0.17,0.22
Atelier Escha & Logy: Alchemists of the Dusk Sky,2013,Role-Playing,0.06,0.04,0.22
Hidden Mysteries: Buckingham Palace,2010,Puzzle,0.13,0.07,0.22
Crazy Climber,1981,Action,0.21,0.01,0.22
Super Adventure Island,1992,Platform,0,0,0.22
Bust-A-Move 4,1998,Puzzle,0.12,0.08,0.22
The Legend of Spyro: The Eternal Night,2007,Platform,0.18,0.02,0.22
NFL Quarterback Club 97,1996,Sports,0.12,0.08,0.22
Rampage: Total Destruction,2006,Action,0.19,0.01,0.22
Galactic Wrestling: Featuring Ultimate Muscle,2004,Fighting,0.03,0.02,0.22
Petz: Horse Club,2008,Misc,0.2,0,0.22
Dino Stalker,2002,Shooter,0.07,0.06,0.22
Rapala's Fishing Frenzy,2008,Sports,0.2,0,0.22
Mobile Suit Gundam Seed,2003,Action,0,0,0.22
Shinobi,2011,Platform,0.14,0.07,0.22
Puss in Boots,2011,Action,0.19,0.01,0.22
Tony Hawk's Downhill Jam,2006,Sports,0.2,0,0.22
Mega Man Zero 3,2004,Platform,0.16,0.06,0.22
LEGO The Lord of the Rings,2012,Action,0.07,0.13,0.22
Hitman: HD Trilogy,2013,Action,0.07,0.1,0.22
Aliens vs Predator: Requiem,2007,Action,0.03,0.12,0.22
Castlevania: Lords of Shadow 2,2014,Action,0.03,0.13,0.22
Barbie: Groom and Glam Pups,2010,Action,0.19,0.02,0.22
KORG DS-10 Synthesizer,2008,Misc,0.2,0.01,0.22
Tenchu: Shadow Assassins,2008,Action,0.16,0.01,0.22
Barbie Super Sports,1999,Sports,0.12,0.08,0.22
CSI: Fatal Conspiracy,2010,Adventure,0.12,0.08,0.22
Nicktoons Collection: Game Boy Advance Video Volume 2,2004,Misc,0.16,0.06,0.22
Jackass the Game,2007,Action,0.09,0.08,0.22
The Legend of Heroes: Trails of Cold Steel,2013,Role-Playing,0.05,0.04,0.22
Tom Clancy's Rainbow Six: Siege,2015,Shooter,0.12,0.08,0.22
Dungeon Hunter Alliance,2012,Action,0.09,0.1,0.22
LEGO Harry Potter: Years 5-7,N/A,Action,0.05,0.14,0.22
Duel Masters: Kaijudo Showdown,2004,Misc,0.16,0.06,0.22
Imagine: Boutique Owner,2009,Simulation,0.2,0,0.22
The Walking Dead: Season Two,2014,Adventure,0.09,0.09,0.22
The Lord of the Rings: The Third Age,2004,Role-Playing,0.16,0.06,0.22
Cursed Mountain,2009,Adventure,0.09,0.1,0.22
The Suffering,2004,Action,0.16,0.05,0.22
Dragon Quest Builders: Revive Alefgard,2016,Role-Playing,0,0,0.22
Tetris Worlds,2002,Puzzle,0.17,0.04,0.22
Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,Adventure,0.11,0.09,0.22
ECW Hardcore Revolution,2000,Fighting,0.18,0.04,0.22
Mega Man 64,2000,Action,0.14,0.03,0.22
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),1996,Sports,0,0,0.22
Rampage 2: Universal Tour,1999,Action,0.18,0.04,0.22
Ms. Pac-Man: Maze Madness,2000,Puzzle,0.18,0.04,0.22
Tales of Graces,2009,Role-Playing,0,0,0.22
Age of Empires: Mythologies,2008,Strategy,0.17,0.03,0.22
Viewtiful Joe 2,2004,Action,0.17,0.04,0.22
Where's Waldo? The Fantastic Journey,2009,Adventure,0.2,0,0.22
ATV Quad Kings,2009,Racing,0.21,0,0.22
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,2002,Misc,0.11,0.08,0.22
Jewel Quest: Expeditions,2007,Puzzle,0.03,0.18,0.22
NBA Jam Extreme,1996,Sports,0.12,0.08,0.22
Dragon Ball: Origins (JP & incomplete US sales),2008,Adventure,0.04,0,0.22
Touch the Dead,2007,Shooter,0.2,0,0.22
Tropico 3,2009,Strategy,0.15,0.02,0.22
Nickelodeon Party Blast,2002,Misc,0.16,0.05,0.22
Ben 10 Alien Force: Vilgax Attacks,2009,Action,0.11,0.09,0.22
NHL Championship 2000,1998,Sports,0.12,0.08,0.22
G.I. Joe: The Rise of Cobra,2009,Action,0.17,0.03,0.22
Shellshock: Nam '67,2004,Shooter,0.16,0.05,0.22
Hunted: The Demon's Forge,2011,Action,0.13,0.07,0.22
Kartia: The Word of Fate,1998,Strategy,0.05,0.03,0.22
Tales of Berseria,2016,Role-Playing,0,0,0.22
All-Star Baseball 2002,2001,Sports,0.17,0.04,0.22
Magna Carta: Tears of Blood,2004,Role-Playing,0.11,0.08,0.22
Lethal Skies Elite Pilot: Team SW,2001,Simulation,0.11,0.08,0.22
Capcom vs. SNK,2000,Fighting,0,0,0.22
NBA Live 09 All-Play,2008,Sports,0.19,0.01,0.22
Infinite Space,2009,Role-Playing,0.07,0.06,0.22
Yoostar2,2011,Misc,0.11,0.09,0.22
Transformers: Devastation,2015,Action,0.1,0.08,0.22
Tamagotchi no KiraKira Omisecchi,2008,Misc,0,0,0.22
From Russia With Love,2005,Action,0.17,0.04,0.22
You Don't Know Jack,2011,Misc,0.2,0,0.22
Just Dance 2016,2015,Misc,0.1,0.08,0.22
Pinball Hall of Fame: The Williams Collection,2009,Misc,0.2,0,0.22
Guitar Hero: Smash Hits,2009,Misc,0.11,0.01,0.22
NFL Quarterback Club 2002,2001,Sports,0.11,0.08,0.22
Kirby's Star Stacker,1997,Puzzle,0,0,0.22
NCAA Basketball 09,2008,Sports,0.2,0,0.22
Full Auto,2006,Shooter,0.19,0.01,0.22
Dead Island,2011,Action,0.12,0.07,0.22
Growlanser: Heritage of War,2006,Role-Playing,0.11,0.08,0.22
Hasbro Family Game Night,2009,Puzzle,0.01,0.19,0.22
Shin Megami Tensei x Fire Emblem,2015,Role-Playing,0.1,0.04,0.22
Rugby 2004,2003,Sports,0.11,0.08,0.22
Disney's Magical Quest Starring Mickey and Minnie,2002,Action,0.16,0.06,0.22
Spirit Camera: The Cursed Memoir,2012,Adventure,0.12,0.02,0.22
NBA 06,2005,Sports,0.2,0,0.22
Naruto: Ninja Council,2003,Action,0.16,0.06,0.22
Shin Megami Tensei: Persona,2009,Role-Playing,0.08,0,0.22
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,2007,Adventure,0,0,0.22
Wreckless: ThE YaKuza MisSiOns,2002,Racing,0.11,0.08,0.22
Madden NFL 07,2006,Sports,0.2,0,0.22
Jikkyou Powerful Major League,2006,Sports,0,0,0.22
NFL 2K3,2002,Sports,0.17,0.04,0.22
Darksiders II,2015,Action,0.09,0.1,0.22
Saltwater Sportfishing,2001,Sports,0.12,0.08,0.22
Yoshi Touch & Go (JP sales),2005,Platform,0,0,0.22
Samurai Jack: The Amulet of Time,2003,Platform,0.16,0.06,0.22
Pass the Pigs,2008,Misc,0.2,0,0.22
J-League Winning Eleven 2008: Club Championship,2008,Sports,0,0,0.22
Jackie Chan: Stuntmaster,1999,Action,0.12,0.08,0.22
Sports Car GT,1999,Racing,0.12,0.08,0.22
Lost Planet 3,2013,Shooter,0.07,0.06,0.22
Order Up!,2008,Misc,0.19,0.01,0.22
Code Name: S.T.E.A.M.,2015,Strategy,0.14,0.05,0.22
SBK X: Superbike World Championship,2010,Racing,0.05,0.13,0.22
NBA Live 14,2013,Sports,0.14,0.05,0.22
Scooby-Doo! Mystery Mayhem,2004,Action,0.17,0.04,0.22
Kanzen Chuuki Pro Yakyuu Greatest Nine,1995,Sports,0,0,0.22
American Idol,2003,Misc,0.15,0.06,0.22
Summer Athletics: The Ultimate Challenge (Others sales),2008,Sports,0,0.2,0.22
Britney's Dance Beat,2002,Misc,0.15,0.06,0.22
Shrek SuperSlam,2005,Action,0.17,0.04,0.22
Sniper: Ghost Warrior 2,2013,Shooter,0.06,0.13,0.22
Over G Fighters,2006,Simulation,0.19,0.01,0.22
Sailor Moon,1993,Action,0,0,0.22
Apache: Air Assault,2010,Simulation,0.11,0.07,0.22
One Piece: Pirate Warriors 3,2015,Action,0,0.07,0.22
Herdy Gerdy,2002,Adventure,0.11,0.08,0.22
Armored Core V,2012,Simulation,0.13,0.03,0.22
EVE Online,2003,Role-Playing,0,0.19,0.22
Digimon World Re:Digitize,2012,Action,0,0,0.22
Ninja Gaiden: Dragon Sword,2008,Action,0.17,0.02,0.22
Ride,2015,Racing,0.03,0.13,0.22
Blue Dragon Plus,2008,Role-Playing,0.12,0.04,0.22
Lords of the Fallen,2014,Role-Playing,0.1,0.1,0.22
NBA in the Zone 2000,2000,Sports,0.12,0.08,0.21
Dark Summit,2001,Sports,0.11,0.08,0.21
Afrika,2008,Adventure,0.12,0,0.21
Cabela's Big Game Hunter: Ultimate Challenge,2001,Sports,0.12,0.08,0.21
The Legend of Heroes: Trails in the Sky First Chapter,2006,Role-Playing,0.1,0.03,0.21
Are You Smarter Than a 5th Grader? Back to School,2010,Misc,0.2,0,0.21
Steins;Gate,2013,Adventure,0.07,0.09,0.21
The Dukes of Hazzard: Return of the General Lee,2004,Racing,0.11,0.08,0.21
Pandemonium!,1996,Platform,0.12,0.08,0.21
SingStar: Back to the 80s,2011,Misc,0,0.16,0.21
Namco Museum: 50th Anniversary,2005,Misc,0.17,0.04,0.21
Crash 'N' Burn,2004,Racing,0.11,0.08,0.21
NBA,2005,Sports,0.2,0,0.21
Teenage Mutant Ninja Turtles: Smash-Up,2009,Fighting,0.11,0.08,0.21
Pro Yakyuu Greatest Nine '97,1997,Sports,0,0,0.21
Transformers: Dark of the Moon,2011,Action,0.16,0.04,0.21
Final Fantasy Fables: Chocobo's Dungeon,2007,Role-Playing,0.09,0,0.21
Lunar: Silver Star Story Complete,1997,Role-Playing,0,0,0.21
Dorabase DS: Dramatic Stadium,2007,Sports,0,0,0.21
Disaster Report,2002,Action,0.03,0.02,0.21
EVE: burst error,1997,Adventure,0,0,0.21
We Sing Robbie Williams,2010,Misc,0,0.19,0.21
Backyard NFL Football '09,2008,Sports,0.2,0,0.21
Pro Evolution Soccer 2012,2011,Action,0.08,0.08,0.21
Akiba's Trip: Undead & Undressed,2013,Action,0.09,0.02,0.21
Speed Racer: The Videogame,2008,Racing,0.1,0.08,0.21
College Hoops 2K7,2006,Sports,0.2,0,0.21
The Amazing Spider-Man 2 (2014),2014,Action,0.12,0.07,0.21
Big League Sports,2011,Sports,0.18,0.02,0.21
Bratz: Forever Diamondz,2006,Adventure,0.17,0.04,0.21
WCW Backstage Assault,1999,Action,0.12,0.08,0.21
UFC Undisputed 2010,2010,Fighting,0.11,0.07,0.21
Baja: Edge of Control,2008,Racing,0.1,0.08,0.21
Wild Wild Racing,2000,Racing,0.1,0.08,0.21
Magician's Quest: Town of Magic,2012,Simulation,0,0,0.21
The Bard's Tale,2004,Role-Playing,0.1,0.08,0.21
NCAA March Madness 08,2007,Sports,0.2,0,0.21
Momotarou Dentetsu 16,2006,Misc,0,0,0.21
